subject,stimulus,response,reactionTime
MCI_v4,flat_3,flat,3.0170041999954265
MCI_v4,falling_rising_3,rising_falling,5.615684899996268
MCI_v4,flat_1,flat,5.886427100020228
MCI_v4,falling_flat_5,flat_falling,8.802170100010699
MCI_v4,rising_falling_5,rising_flat,14.308922399999574
MCI_v4,falling_flat_1,falling_flat,5.849392499978421
MCI_v4,falling_1,flat_falling,4.687076900008833
MCI_v4,rising_flat_1,rising_flat,3.5627877000079025
MCI_v4,rising_1,rising_flat,3.7893196000077296
MCI_v4,flat_falling_1,flat_falling,3.5845138000149745
MCI_v4,falling_rising_5,rising_falling,9.84678730001906
MCI_v4,flat_falling_5,flat_falling,7.189933299989207
MCI_v4,rising_falling_1,rising_flat,8.004027999995742
MCI_v4,flat_rising_1,flat_rising,3.4056816000083927
MCI_v4,rising_falling_5,rising_falling,2.768447100010235
MCI_v4,rising_flat_5,rising_flat,3.2349869000026956
MCI_v4,rising_1,falling_flat,3.425125300011132
MCI_v4,falling_3,flat_falling,5.547517300001346
MCI_v4,rising_5,rising,3.2024615999835078
MCI_v4,flat_falling_5,flat_falling,3.52208310001879
MCI_v4,flat_rising_1,flat,3.068880500009982
MCI_v4,falling_1,flat_falling,4.864265500014881
MCI_v4,rising_falling_3,falling_flat,8.396377299999585
MCI_v4,flat_5,flat,2.714635400014231
MCI_v4,flat_rising_3,flat_rising,4.1736684999777935
MCI_v4,falling_3,flat_falling,5.138001700019231
MCI_v4,falling_rising_5,rising_flat,5.868416900018929
MCI_v4,flat_rising_1,flat_rising,3.1585144999844488
MCI_v4,rising_falling_1,rising_falling,3.0438471999950707
MCI_v4,flat_falling_1,rising_falling,3.0564952000277117
MCI_v4,falling_flat_3,falling_flat,4.094964599993546
MCI_v4,rising_3,flat_rising,3.697977700008778
MCI_v4,rising_flat_3,rising_flat,2.59579130000202
MCI_v4,flat_3,flat,2.2955375000019558
MCI_v4,rising_3,rising_flat,3.7639574999921024
MCI_v4,falling_rising_1,falling_rising,3.03722589998506
MCI_v4,rising_3,flat_rising,5.8885157000040635
MCI_v4,falling_1,flat_falling,3.679234200011706
MCI_v4,falling_flat_3,falling_flat,3.7488841000013053
MCI_v4,flat_falling_3,flat_falling,3.6368399999919347
MCI_v4,rising_5,rising,4.234184600005392
MCI_v4,flat_5,flat,2.3782933999900706
MCI_v4,falling_rising_1,falling_rising,4.249848300009035
MCI_v4,falling_5,falling,2.1947985000151675
MCI_v4,rising_flat_5,rising,2.9472239000024274
MCI_v4,rising_falling_3,falling_rising,3.673201199999312
MCI_v4,flat_falling_3,rising_flat,7.0817157000128645
MCI_v4,falling_rising_3,falling_rising,2.913848099997267
MCI_v4,flat_5,flat,2.2218889000068884
MCI_v4,falling_flat_1,falling_rising,3.9114165999926627
MCI_v4,flat_falling_3,flat_falling,3.1740988999954425
MCI_v4,flat_3,flat,2.484336399997119
MCI_v4,falling_5,falling,2.2554679999884684
MCI_v4,flat_3,flat,2.566303700004937
MCI_v4,falling_flat_3,rising_falling,5.6982423000154085
MCI_v4,falling_rising_3,falling_rising,2.4211455000040587
